sleep_efficiency,stress_score,sleep_stage_deep_pct,sleep_stage_rem_pct,sleep_stage_light_pct,sleep_stage_awake_pct,caffeine_mg,bedtime_consistency_std_min,hrv_rmssd_ms,room_humidity_pct,step_count_day,ambient_noise_db,height_cm,room_temperature_c,age,screen_time_before_bed_min,activity_before_bed_min,weight_kg,respiration_rate_bpm,jetlag_hours,sleep_score_raw
0.879,36,0.134,0.173,0.4,0.294,61,19.8,30.4,0.556,6408,30.8,166.1,22.0,27,19,41,75.4,13.7,8,57
0.906,46,0.15,0.198,0.639,0.013,73,66.2,43.3,0.465,7759,27.1,149.2,20.0,55,75,69,63.8,12.8,-11,58
0.949,47,0.271,0.237,0.4479999999999999,0.044,146,22.4,5.0,0.241,3498,35.6,168.7,26.0,54,40,13,86.4,13.1,6,63
0.928,58,0.175,0.203,0.511,0.111,96,37.0,42.1,0.589,0,29.1,149.0,23.1,30,76,30,92.5,13.8,2,54
0.992,19,0.221,0.13,0.5660000000000001,0.0819999999999999,92,39.5,43.0,0.433,6067,38.4,178.9,24.4,74,67,4,100.4,13.6,13,64
0.909,27,0.18,0.2769999999999999,0.4,0.143,81,40.8,63.1,0.441,8932,33.5,169.6,24.7,59,99,72,53.3,12.5,-7,53
0.962,62,0.162,0.187,0.597,0.055,109,1.2,18.3,0.4579999999999999,6554,22.6,170.7,25.2,34,41,46,56.4,15.5,-5,58
0.939,44,0.131,0.207,0.593,0.068,84,0.7,43.2,0.621,0,28.2,161.3,20.3,79,88,11,80.5,11.5,1,49
0.985,53,0.186,0.145,0.5539999999999999,0.115,178,77.8,32.4,0.39,3210,28.1,155.5,21.3,27,114,41,98.2,13.6,2,63
0.983,39,0.1169999999999999,0.216,0.655,0.011,11,40.1,20.7,0.482,2499,29.7,166.3,22.8,24,12,42,79.6,14.7,7,56
0.902,52,0.268,0.2739999999999999,0.39,0.069,68,68.8,30.0,0.6,5497,36.1,177.8,26.2,40,74,65,72.4,16.3,4,57
0.991,61,0.155,0.141,0.498,0.206,215,53.7,22.8,0.527,0,37.2,189.3,19.5,64,51,46,71.5,14.6,7,59
0.809,61,0.18,0.172,0.581,0.067,153,29.3,32.6,0.605,7294,31.3,181.9,20.5,57,8,42,73.2,14.2,-12,52
0.991,32,0.183,0.131,0.4679999999999999,0.217,229,8.4,45.8,0.401,6702,36.2,174.6,26.2,21,9,45,92.4,14.4,-6,58
0.958,51,0.245,0.258,0.452,0.046,11,12.5,41.3,0.492,140,37.9,164.4,19.9,65,106,22,88.2,10.5,-6,56
0.894,3,0.256,0.154,0.501,0.089,204,57.4,31.5,0.635,3153,34.1,173.6,21.1,31,93,62,69.4,12.4,-6,60
0.971,34,0.3429999999999999,0.173,0.48,0.004,77,79.5,20.0,0.376,7425,27.7,151.8,22.0,55,46,2,97.7,16.0,20,60
0.958,28,0.107,0.212,0.5820000000000001,0.098,34,55.6,24.3,0.288,8381,34.4,154.1,19.9,22,0,46,54.4,12.6,-8,61
0.93,43,0.238,0.146,0.51,0.105,38,17.0,48.3,0.687,8111,33.5,160.8,23.2,46,0,42,80.6,13.5,2,62
0.932,38,0.144,0.208,0.526,0.122,85,23.9,48.0,0.5579999999999999,703,29.3,185.8,21.5,57,130,21,47.5,13.3,-9,63
0.92,46,0.249,0.19,0.476,0.085,135,44.7,29.5,0.55,5643,28.7,164.9,21.4,38,157,83,94.8,14.5,14,61
0.956,43,0.222,0.146,0.534,0.098,101,9.8,50.1,0.3829999999999999,4976,37.6,179.9,21.0,79,56,55,91.2,15.2,0,60
0.917,46,0.083,0.1989999999999999,0.509,0.21,71,32.2,47.9,0.493,8970,37.3,172.5,24.0,32,63,27,64.2,15.4,20,52
0.948,42,0.324,0.162,0.462,0.052,57,41.0,22.9,0.431,6255,30.2,171.2,25.8,78,67,23,77.6,13.8,7,64
0.918,45,0.272,0.122,0.499,0.107,147,36.3,41.9,0.432,1430,22.3,177.5,20.0,45,34,71,65.6,12.9,0,56
0.883,3,0.1889999999999999,0.217,0.534,0.061,168,37.2,20.1,0.5760000000000001,10549,33.7,153.3,22.0,61,0,47,74.1,12.0,-5,61
0.838,60,0.149,0.222,0.515,0.114,0,8.2,12.4,0.196,12694,29.2,151.4,21.5,73,33,40,57.7,12.9,0,50
0.902,20,0.152,0.209,0.406,0.233,89,11.4,29.0,0.4,14946,28.9,172.9,22.9,18,98,41,95.9,15.6,15,59
0.899,34,0.218,0.127,0.601,0.054,2,24.3,16.6,0.5529999999999999,7654,36.3,189.7,22.9,57,46,30,66.6,12.9,-5,56
0.973,54,0.249,0.121,0.509,0.121,89,27.9,31.2,0.32,6217,25.2,164.3,23.0,43,46,33,103.5,14.9,-1,63
0.927,34,0.135,0.172,0.6409999999999999,0.052,53,39.7,34.2,0.449,4128,35.9,171.8,28.5,64,91,31,69.1,11.9,2,57
0.979,62,0.0819999999999999,0.231,0.426,0.262,86,30.2,21.1,0.575,6674,28.0,163.6,24.9,64,21,98,50.3,10.0,9,57
0.958,16,0.18,0.218,0.581,0.021,76,71.7,25.4,0.642,9017,37.1,168.1,21.4,25,26,69,73.2,14.1,5,63
0.927,26,0.186,0.1689999999999999,0.4529999999999999,0.192,91,34.9,25.2,0.348,2297,37.6,178.2,23.0,30,62,20,56.9,13.3,6,61
0.986,24,0.1169999999999999,0.24,0.546,0.098,82,46.4,29.4,0.409,8267,31.1,184.1,25.6,21,61,71,89.6,15.6,2,65
0.955,0,0.193,0.08,0.43,0.296,218,12.5,27.6,0.6,4297,34.9,172.1,25.3,52,64,0,120.0,12.5,0,64
0.929,21,0.1169999999999999,0.119,0.5429999999999999,0.221,57,7.6,8.2,0.431,4262,30.5,160.6,21.3,60,70,0,91.0,15.3,-10,58
0.888,16,0.1889999999999999,0.247,0.51,0.054,64,34.0,22.7,0.469,10836,25.1,160.1,26.2,59,46,63,67.1,12.2,1,63
0.92,46,0.237,0.188,0.52,0.055,112,55.3,14.6,0.244,7324,26.8,174.1,21.3,44,44,43,74.7,11.0,-4,58
0.918,18,0.216,0.186,0.537,0.061,65,10.1,54.4,0.48,9450,23.2,157.3,23.4,74,65,13,64.8,10.8,2,55
0.895,25,0.107,0.196,0.637,0.06,110,45.9,35.0,0.578,4235,33.1,184.5,20.8,26,49,30,82.1,10.8,4,55
0.969,63,0.151,0.152,0.609,0.087,35,0.5,14.3,0.611,6748,37.8,158.6,21.7,44,29,78,96.9,15.9,7,48
0.928,31,0.212,0.206,0.519,0.064,80,13.4,27.1,0.397,4181,39.1,182.7,19.6,37,141,0,81.6,13.1,-7,55
0.959,22,0.05,0.108,0.612,0.23,116,29.3,41.7,0.424,2898,26.0,162.4,24.6,22,76,27,57.2,13.0,2,54
0.8690000000000001,25,0.223,0.163,0.5429999999999999,0.071,93,80.6,36.9,0.479,10272,37.8,170.0,20.7,51,0,47,68.4,15.4,-6,55
0.941,72,0.153,0.134,0.552,0.16,99,31.5,24.2,0.565,4121,26.4,163.0,22.8,27,54,46,75.6,12.6,6,52
0.958,21,0.129,0.158,0.418,0.295,154,16.2,27.6,0.35,1366,31.8,166.7,21.5,20,0,20,51.3,12.8,-1,61
0.978,42,0.203,0.218,0.5770000000000001,0.003,12,7.6,27.1,0.539,5988,22.3,167.7,20.9,47,54,8,84.6,13.5,-3,62
0.974,32,0.205,0.24,0.51,0.045,154,9.0,26.5,0.355,7296,30.8,174.6,19.5,67,31,4,65.9,14.5,0,61
0.958,28,0.093,0.239,0.461,0.207,167,36.5,20.0,0.465,3502,21.8,168.0,24.0,49,31,18,61.5,12.8,12,57
0.953,40,0.136,0.203,0.5720000000000001,0.089,72,4.4,43.0,0.6579999999999999,6218,32.4,175.1,23.0,42,41,67,64.1,13.0,-6,53
0.946,23,0.22,0.212,0.499,0.07,22,72.3,13.6,0.196,907,36.6,168.9,19.3,70,157,29,73.0,14.2,-3,66
0.924,27,0.222,0.2739999999999999,0.47,0.034,62,13.6,34.6,0.44,7124,20.0,166.8,23.3,72,62,44,64.5,14.5,1,58
0.993,29,0.184,0.173,0.623,0.02,80,11.1,34.5,0.336,3612,32.7,166.7,23.6,50,58,6,56.1,14.8,24,62
0.94,26,0.2239999999999999,0.162,0.613,0.001,98,15.2,50.9,0.391,7114,32.1,180.5,21.3,58,46,40,75.9,13.2,-2,60
0.978,38,0.191,0.252,0.489,0.068,35,26.5,33.0,0.489,1749,33.7,167.7,23.9,37,40,24,75.2,16.4,-8,61
0.976,21,0.294,0.158,0.4,0.149,20,67.8,33.9,0.421,9015,22.8,175.9,21.8,75,76,50,59.4,13.1,-8,62
0.924,78,0.223,0.25,0.47,0.057,103,27.4,34.8,0.415,10276,21.3,169.6,23.7,53,56,84,81.4,13.1,6,52
0.919,0,0.191,0.236,0.56,0.013,138,25.6,30.8,0.5920000000000001,5453,24.4,176.1,24.0,33,44,38,67.0,15.0,-3,65
0.925,26,0.1889999999999999,0.198,0.547,0.067,33,50.9,38.7,0.471,4096,20.9,178.9,21.9,62,83,56,93.8,14.9,0,59
0.885,55,0.085,0.286,0.507,0.122,207,14.7,26.9,0.311,6254,36.8,176.7,21.0,51,0,53,78.1,13.9,2,51
0.908,41,0.1009999999999999,0.168,0.5720000000000001,0.159,74,26.9,36.3,0.584,9510,26.4,152.8,21.5,52,41,0,92.6,14.7,-18,53
0.852,67,0.15,0.225,0.5489999999999999,0.076,83,51.1,56.5,0.362,2464,37.9,169.5,21.2,60,73,5,43.7,12.9,-1,45
0.758,31,0.217,0.173,0.502,0.108,164,15.9,27.9,0.262,459,26.9,173.4,20.0,56,69,5,79.4,13.6,-14,47
0.939,55,0.187,0.239,0.556,0.018,29,25.3,18.8,0.301,0,28.2,172.5,22.8,32,66,56,62.5,11.9,-17,58
0.97,36,0.207,0.231,0.512,0.051,40,20.9,15.5,0.618,8075,35.1,170.0,22.5,68,43,101,76.8,13.7,8,63
0.926,44,0.209,0.154,0.487,0.15,137,59.5,34.0,0.3879999999999999,8237,42.4,172.4,25.5,40,109,46,87.3,14.1,12,60
0.959,12,0.161,0.243,0.524,0.071,59,45.3,27.4,0.486,6494,35.0,171.9,19.6,23,81,29,64.7,10.9,13,64
0.923,31,0.1689999999999999,0.188,0.546,0.0969999999999999,50,6.9,50.5,0.4479999999999999,0,27.7,159.7,22.0,20,22,77,97.5,15.4,6,59
0.926,45,0.243,0.171,0.517,0.07,84,19.4,48.5,0.535,4835,44.3,198.4,22.0,79,103,22,66.4,14.7,-16,55
0.96,17,0.1369999999999999,0.252,0.504,0.106,65,28.0,29.4,0.474,7267,20.0,168.0,22.8,53,73,55,58.6,13.1,-7,60
0.942,44,0.177,0.2019999999999999,0.4,0.221,63,34.9,25.4,0.5379999999999999,11798,40.7,167.8,23.2,35,143,24,85.6,10.6,8,56
0.901,18,0.1009999999999999,0.1669999999999999,0.596,0.136,78,45.7,40.4,0.408,1873,34.7,175.9,24.2,20,70,34,62.3,12.3,-10,59
0.956,23,0.0969999999999999,0.248,0.621,0.035,82,11.4,23.2,0.352,3094,43.9,180.5,22.3,59,65,20,75.2,16.2,-2,58
0.984,18,0.209,0.131,0.634,0.026,35,26.9,24.4,0.47,7950,33.2,160.3,23.5,36,42,45,51.8,14.4,0,59
0.971,30,0.19,0.1689999999999999,0.513,0.128,3,2.3,36.2,0.654,10658,31.1,157.4,23.7,51,51,57,57.9,11.9,7,59
0.963,52,0.149,0.184,0.539,0.127,66,44.2,34.5,0.437,6851,39.7,165.7,22.6,39,22,22,76.7,14.5,-3,55
0.944,20,0.212,0.2019999999999999,0.5429999999999999,0.043,106,1.9,17.1,0.4,4404,31.8,169.1,21.0,53,140,74,72.0,12.1,8,62
0.972,30,0.148,0.141,0.535,0.176,95,21.2,36.2,0.415,3388,33.9,164.3,20.0,37,36,28,98.4,13.8,0,60
0.969,49,0.245,0.262,0.411,0.083,67,48.9,26.3,0.48,7014,23.9,171.7,22.7,21,76,19,97.2,12.1,0,58
0.952,49,0.237,0.141,0.4629999999999999,0.159,285,23.2,38.2,0.521,3307,23.8,163.6,21.9,64,18,82,50.3,14.6,18,62
0.965,78,0.1639999999999999,0.2019999999999999,0.545,0.089,99,14.9,27.8,0.4479999999999999,10295,38.3,161.2,23.8,45,148,40,61.0,13.5,5,52
0.93,6,0.228,0.161,0.595,0.015,61,27.2,35.5,0.1689999999999999,10710,21.2,177.5,23.4,51,67,13,66.7,16.1,3,59
0.922,48,0.213,0.106,0.5329999999999999,0.148,63,0.6,19.1,0.375,6219,25.0,173.5,23.0,48,49,11,57.0,12.9,2,54
0.9,36,0.104,0.122,0.669,0.105,78,27.3,50.8,0.54,7052,32.9,151.5,22.4,20,96,38,80.9,14.1,3,53
0.989,61,0.148,0.205,0.578,0.069,37,21.9,47.6,0.417,6101,30.0,173.5,28.1,76,34,77,75.2,15.7,11,53
0.916,42,0.257,0.266,0.4,0.077,12,52.3,27.6,0.412,0,37.7,172.0,23.5,32,37,85,84.8,12.6,8,59
0.905,26,0.139,0.262,0.511,0.089,32,7.4,37.5,0.382,8250,37.6,163.4,25.5,24,112,152,81.3,14.8,-1,56
0.969,59,0.128,0.186,0.604,0.0819999999999999,9,38.5,56.7,0.525,8886,32.2,178.7,20.5,64,119,45,95.6,14.5,11,60
0.905,40,0.222,0.1969999999999999,0.5329999999999999,0.048,105,33.4,29.4,0.603,2070,27.1,182.7,22.5,37,0,30,81.6,13.2,-4,54
0.7929999999999999,44,0.306,0.091,0.5670000000000001,0.035,24,43.3,13.5,0.157,7071,37.7,177.7,22.7,28,84,72,95.0,16.9,-4,41
0.984,69,0.155,0.151,0.5670000000000001,0.126,149,53.5,13.7,0.418,678,36.1,154.2,28.6,69,17,45,49.2,15.7,1,61
0.996,35,0.104,0.268,0.5429999999999999,0.085,68,29.6,20.5,0.595,2111,33.6,179.2,24.3,75,85,11,85.1,15.5,-4,60
0.82,17,0.2319999999999999,0.218,0.478,0.072,52,42.2,33.1,0.37,6356,27.1,153.4,22.7,27,0,56,72.9,14.9,2,50
0.988,29,0.2,0.201,0.519,0.08,153,49.3,51.7,0.364,7624,32.8,171.7,21.8,21,61,0,97.2,12.3,12,61
0.943,14,0.18,0.165,0.617,0.037,35,33.2,50.0,0.444,11729,23.4,169.8,21.5,59,68,19,75.5,12.3,-10,59
0.938,26,0.235,0.206,0.542,0.018,84,9.2,13.5,0.4379999999999999,7776,30.2,182.7,21.1,18,20,1,73.3,15.2,7,56
0.85,48,0.186,0.22,0.509,0.085,91,30.3,32.3,0.405,3705,25.8,182.1,24.6,74,0,38,111.4,16.4,3,55
0.962,51,0.259,0.1969999999999999,0.4529999999999999,0.091,76,0.2,36.4,0.632,15366,37.8,161.4,25.3,41,75,6,85.5,14.9,-4,60
0.8909999999999999,57,0.068,0.19,0.5429999999999999,0.2,124,5.8,30.3,0.608,5121,30.8,184.0,25.6,19,15,53,73.3,13.0,-14,53
0.851,50,0.158,0.181,0.585,0.076,92,37.9,39.3,0.389,2975,20.0,157.5,22.8,72,35,38,68.4,13.5,0,49
0.996,46,0.1989999999999999,0.205,0.5579999999999999,0.038,105,22.8,33.1,0.413,163,39.4,159.8,22.0,65,56,131,62.0,14.9,5,61
0.924,95,0.175,0.15,0.605,0.07,73,22.8,21.4,0.395,6317,34.7,163.9,23.2,72,53,0,102.4,11.9,3,51
0.993,31,0.243,0.222,0.4629999999999999,0.072,91,8.5,45.6,0.432,7933,34.8,176.9,21.5,39,83,81,57.3,11.2,-17,63
0.982,55,0.18,0.22,0.532,0.068,221,47.8,16.7,0.477,3636,33.2,159.6,22.9,50,70,17,54.0,14.0,6,58
0.897,56,0.174,0.146,0.574,0.105,101,38.4,66.1,0.6890000000000001,8630,28.9,161.9,25.1,42,52,47,70.1,14.7,0,56
0.877,32,0.146,0.163,0.475,0.215,41,43.8,27.9,0.68,7632,36.2,158.0,22.5,71,23,107,50.6,13.7,-4,50
0.991,30,0.138,0.2189999999999999,0.5479999999999999,0.095,83,21.1,45.9,0.5870000000000001,11570,30.8,159.9,20.9,38,64,40,63.6,12.5,-14,63
0.882,21,0.204,0.18,0.519,0.0969999999999999,59,62.7,36.4,0.335,6125,23.6,178.4,26.0,57,78,0,79.5,12.4,-5,64
0.889,37,0.07,0.231,0.684,0.015,26,61.5,21.3,0.3979999999999999,3377,31.3,161.8,21.9,42,71,62,68.6,14.4,2,51
0.992,56,0.236,0.17,0.509,0.086,96,11.5,14.4,0.257,6605,30.8,176.1,21.4,33,127,22,67.0,16.2,-2,58
0.8370000000000001,50,0.195,0.179,0.487,0.139,141,53.0,29.6,0.541,2374,33.5,167.7,21.8,51,59,49,93.7,12.0,-7,49
0.972,36,0.217,0.176,0.529,0.078,86,34.3,12.1,0.609,4962,36.9,178.9,22.4,25,46,24,65.8,14.4,-15,59
0.957,40,0.273,0.141,0.545,0.0409999999999999,15,48.7,43.9,0.214,3721,32.6,176.1,21.2,52,77,80,60.3,16.2,-12,61
0.987,33,0.109,0.1639999999999999,0.664,0.063,22,50.6,33.6,0.401,3994,27.0,160.9,23.8,58,56,21,75.9,12.1,8,60
0.963,51,0.214,0.191,0.519,0.076,72,47.8,22.4,0.406,506,29.9,163.4,26.1,76,32,57,101.3,14.4,-3,63
0.995,40,0.223,0.228,0.5,0.049,125,28.9,37.4,0.585,5652,28.1,169.2,27.4,54,51,10,55.1,13.9,-3,61
0.94,14,0.061,0.19,0.7070000000000001,0.042,56,18.9,37.9,0.4639999999999999,2779,30.8,170.9,20.8,21,0,45,80.9,15.6,4,61
0.964,35,0.1119999999999999,0.171,0.615,0.102,50,28.9,9.8,0.478,3658,28.7,166.1,21.4,76,33,46,77.5,11.2,0,58
0.98,39,0.08,0.159,0.472,0.288,37,57.1,29.5,0.316,1855,32.4,166.4,22.6,19,71,51,94.4,11.7,-4,53
0.937,23,0.11,0.243,0.603,0.045,43,112.1,24.2,0.518,2904,35.7,162.6,23.1,57,36,18,66.9,16.0,5,54
0.942,35,0.21,0.188,0.484,0.1169999999999999,100,32.8,40.9,0.568,8770,42.5,186.0,24.9,66,81,23,69.5,14.7,-12,59
0.973,32,0.307,0.255,0.362,0.076,80,64.1,40.1,0.556,5966,39.0,179.6,24.6,42,114,28,73.8,15.6,2,66
0.909,55,0.278,0.204,0.47,0.048,135,37.1,9.7,0.498,5426,31.6,176.5,22.3,36,33,80,67.6,12.1,-5,54
0.972,32,0.192,0.22,0.536,0.052,9,20.5,25.5,0.436,2066,40.6,172.2,21.5,69,0,65,41.7,14.8,-14,59
0.922,38,0.166,0.216,0.579,0.039,114,57.0,31.3,0.626,14866,32.9,198.4,23.9,70,93,59,87.3,11.2,4,53
0.8740000000000001,26,0.15,0.278,0.525,0.047,164,25.7,15.8,0.401,6511,29.4,166.8,25.3,72,6,38,64.5,13.0,-16,57
0.984,77,0.166,0.182,0.542,0.11,136,33.5,25.3,0.479,9970,25.7,158.0,23.9,51,111,0,71.4,14.0,-1,56
0.955,16,0.1689999999999999,0.13,0.504,0.198,40,17.6,57.3,0.513,6781,25.4,173.5,23.5,37,96,79,52.9,11.9,0,60
0.974,43,0.267,0.295,0.344,0.095,15,38.3,27.0,0.36,4489,33.4,154.0,21.4,69,0,52,64.8,12.7,-16,59
0.957,22,0.136,0.261,0.603,0.0,187,51.9,32.1,0.634,5966,30.2,149.2,25.1,44,75,29,72.1,14.8,-7,58
0.99,17,0.29,0.276,0.382,0.052,73,3.0,10.3,0.3929999999999999,3772,37.2,172.5,24.9,32,74,21,62.5,15.0,5,65
0.926,31,0.1119999999999999,0.1669999999999999,0.509,0.212,2,7.4,37.7,0.539,2464,32.5,173.0,22.9,75,29,72,83.8,11.1,-3,55
0.961,35,0.1159999999999999,0.204,0.527,0.153,82,9.5,42.2,0.4629999999999999,2349,36.5,181.9,22.6,66,23,25,78.4,16.1,-4,58
0.965,26,0.1989999999999999,0.21,0.5429999999999999,0.048,57,31.7,24.4,0.445,9904,25.9,163.1,20.5,45,0,41,86.7,13.8,9,62
0.975,30,0.14,0.13,0.5670000000000001,0.163,33,4.5,40.9,0.631,10240,24.0,156.2,22.2,24,20,53,91.7,13.4,0,60
0.943,41,0.217,0.25,0.456,0.077,26,23.1,43.1,0.618,0,38.9,171.6,24.9,70,0,38,80.9,15.1,0,61
0.9,21,0.205,0.2319999999999999,0.503,0.06,91,18.3,18.6,0.2739999999999999,9224,30.3,169.0,24.0,72,104,42,61.8,14.6,4,60
0.871,10,0.124,0.2019999999999999,0.61,0.064,86,44.8,31.6,0.466,3688,36.2,159.4,22.0,52,52,12,93.0,10.7,6,56
0.904,46,0.185,0.134,0.5329999999999999,0.148,36,55.6,22.2,0.3339999999999999,7621,29.5,165.9,20.3,25,21,32,68.6,13.8,-18,55
0.982,18,0.175,0.2269999999999999,0.461,0.1369999999999999,78,9.0,42.5,0.6809999999999999,2901,33.6,179.4,23.8,56,34,100,97.6,14.4,0,64
0.974,38,0.1939999999999999,0.171,0.609,0.026,149,70.1,46.9,0.4479999999999999,7645,28.7,171.7,22.4,58,155,19,90.0,12.0,9,61
0.988,33,0.177,0.1969999999999999,0.522,0.104,72,35.9,33.0,0.508,0,36.5,156.6,22.6,46,44,0,63.7,11.7,0,58
0.975,15,0.104,0.094,0.5770000000000001,0.2239999999999999,125,11.3,23.5,0.439,4736,24.9,162.6,19.1,74,12,75,81.1,13.1,-6,59
0.955,57,0.166,0.132,0.58,0.122,107,18.5,15.9,0.626,5917,28.2,177.6,24.8,18,33,68,80.1,16.5,-3,57
0.987,91,0.346,0.26,0.346,0.048,87,44.9,16.1,0.523,2607,32.6,172.2,23.2,39,182,61,45.0,14.9,13,59
0.926,31,0.156,0.162,0.544,0.1369999999999999,144,65.2,37.0,0.506,2924,38.6,181.4,23.6,40,107,8,78.6,14.2,14,61
0.757,45,0.21,0.223,0.4479999999999999,0.118,102,31.6,31.5,0.46,2161,27.7,161.3,23.8,43,162,6,90.1,13.3,-6,48
0.957,55,0.184,0.23,0.503,0.083,26,30.3,26.0,0.425,2284,34.4,170.3,22.0,66,70,33,82.1,15.2,9,60
0.953,23,0.063,0.1889999999999999,0.495,0.253,94,43.9,31.0,0.574,5292,32.1,168.3,23.7,67,70,38,96.8,13.6,-5,57
0.957,29,0.257,0.2269999999999999,0.472,0.043,117,51.6,43.1,0.374,12064,35.6,187.3,24.4,50,67,43,66.0,16.5,4,67
0.933,22,0.278,0.25,0.36,0.1119999999999999,169,53.0,47.2,0.33,3939,29.1,170.6,21.8,58,44,35,63.2,13.6,-8,58
0.96,50,0.177,0.214,0.573,0.036,6,4.4,51.4,0.736,2767,21.8,161.3,23.1,20,110,66,96.9,14.6,-4,61
0.8420000000000001,30,0.154,0.226,0.5670000000000001,0.054,99,82.5,16.5,0.3929999999999999,9643,26.8,163.7,22.8,29,81,27,68.6,12.8,5,52
0.956,58,0.193,0.264,0.491,0.051,144,50.2,35.2,0.507,243,20.0,163.2,25.6,26,60,16,67.8,17.0,-13,54
0.753,22,0.255,0.193,0.4639999999999999,0.088,86,42.7,45.4,0.46,5558,30.2,166.9,17.0,70,44,6,59.6,16.2,-5,52
0.927,41,0.162,0.091,0.424,0.324,66,22.7,48.1,0.3389999999999999,3647,28.3,160.0,23.3,68,83,51,64.8,13.7,7,54
0.944,49,0.172,0.1939999999999999,0.524,0.111,3,24.6,44.2,0.66,2352,33.1,181.2,23.1,50,40,97,71.1,14.1,-6,53
0.888,21,0.21,0.192,0.486,0.1119999999999999,135,42.8,30.7,0.4579999999999999,493,29.5,173.4,22.9,56,51,62,79.4,14.3,0,53
0.8140000000000001,59,0.149,0.139,0.616,0.0969999999999999,141,44.6,9.8,0.466,7059,27.8,172.4,25.8,68,32,0,93.2,16.5,0,44
0.989,39,0.139,0.204,0.618,0.038,24,38.6,20.1,0.344,9969,37.8,169.0,23.9,51,38,52,60.3,16.0,2,58
0.868,22,0.148,0.249,0.557,0.046,179,2.7,11.5,0.3879999999999999,0,37.7,155.1,24.8,66,37,62,72.5,12.4,2,54
0.909,12,0.2239999999999999,0.242,0.4679999999999999,0.066,57,57.6,26.0,0.213,9040,28.0,174.9,19.5,33,62,18,70.2,15.7,-3,60
0.852,35,0.212,0.182,0.513,0.094,40,1.1,20.3,0.3979999999999999,1304,27.2,166.4,19.0,59,55,20,52.4,12.2,4,53
0.959,28,0.21,0.163,0.53,0.0969999999999999,34,31.2,18.7,0.243,8259,38.6,164.3,20.1,39,60,31,71.9,14.0,1,66
0.911,45,0.252,0.174,0.428,0.146,97,107.1,46.1,0.5589999999999999,3864,37.9,160.1,23.9,66,49,79,61.5,12.2,-6,62
0.996,12,0.154,0.258,0.584,0.004,37,52.6,20.1,0.4639999999999999,6069,39.7,174.4,23.8,24,14,40,78.8,16.7,-8,62
0.966,54,0.218,0.2339999999999999,0.511,0.037,123,16.1,43.9,0.467,3434,29.4,170.4,22.5,21,5,30,85.3,14.2,12,61
0.962,69,0.165,0.2019999999999999,0.584,0.049,170,17.9,43.1,0.252,10422,39.8,164.6,22.2,56,97,30,70.4,12.7,-1,54
0.838,20,0.19,0.228,0.512,0.069,10,0.4,12.4,0.478,6909,33.6,176.9,22.7,62,12,51,93.1,14.3,4,55
0.931,50,0.245,0.264,0.45,0.04,79,2.6,64.6,0.487,2755,28.6,162.7,22.2,77,76,97,85.3,14.2,-9,61
0.985,34,0.179,0.171,0.547,0.104,31,14.0,43.5,0.1939999999999999,572,27.4,173.1,26.4,31,57,53,85.7,15.9,5,59
0.955,37,0.079,0.223,0.672,0.026,16,54.8,9.8,0.522,3365,33.4,166.3,22.2,61,56,34,113.0,14.4,-7,55
0.923,38,0.206,0.256,0.469,0.068,116,26.3,14.9,0.4029999999999999,7379,26.4,158.6,23.8,25,85,60,78.0,15.6,-5,56
0.8420000000000001,36,0.198,0.207,0.539,0.0559999999999999,74,77.5,29.2,0.4379999999999999,5918,28.8,156.9,26.6,32,81,62,59.6,11.2,-2,50
0.907,49,0.15,0.221,0.5760000000000001,0.052,123,68.3,50.0,0.564,11827,31.8,161.1,23.9,67,124,46,73.8,17.0,-3,54
0.976,32,0.216,0.143,0.507,0.133,66,1.1,35.1,0.456,6093,26.8,173.8,21.0,78,61,40,85.6,13.2,2,64
0.8859999999999999,21,0.138,0.213,0.609,0.04,49,19.6,41.6,0.497,4977,29.6,172.4,22.4,40,0,15,58.2,14.8,13,61
0.912,20,0.171,0.181,0.506,0.141,63,42.1,29.9,0.366,3039,28.9,183.9,21.7,54,99,64,65.3,15.0,4,58
0.8340000000000001,55,0.191,0.221,0.451,0.1369999999999999,97,51.5,31.9,0.405,2868,33.9,165.5,24.8,55,70,25,88.6,13.4,14,46
0.977,37,0.205,0.198,0.55,0.048,155,20.6,26.5,0.315,6012,31.0,173.7,23.3,67,17,76,73.6,13.7,9,63
0.986,40,0.178,0.192,0.586,0.044,121,48.2,31.3,0.611,8917,34.9,152.6,23.6,66,41,67,53.8,13.8,4,57
0.853,2,0.22,0.1639999999999999,0.551,0.065,59,36.2,37.2,0.495,0,28.2,163.5,24.3,67,67,71,96.8,12.2,0,58
0.984,12,0.251,0.161,0.5379999999999999,0.05,55,34.9,22.7,0.457,10331,20.0,172.2,24.9,53,65,66,100.9,12.0,-4,64
0.952,43,0.173,0.152,0.54,0.135,71,33.8,40.8,0.484,9249,39.5,163.8,21.4,25,91,49,61.5,12.9,2,57
0.949,35,0.139,0.2319999999999999,0.584,0.045,51,33.3,11.8,0.39,10242,28.9,161.1,19.8,67,7,88,73.8,13.6,0,55
0.861,21,0.235,0.19,0.482,0.094,106,67.2,27.6,0.4029999999999999,0,28.8,176.1,25.2,30,0,28,73.4,15.6,4,57
0.846,40,0.111,0.27,0.544,0.075,117,42.2,22.3,0.763,4152,20.4,167.1,24.9,61,62,38,72.9,12.0,-16,56
